OBJECTID_left,STORENAME,ADDRESS,PHONE,PRESENT90,PRESENT95,PRESENT00,PRESENT05,PRESENT08,NOTES,PRESENT09,PRESENT10,PRESENT11,PRESENT12,PRESENT13,PRESENT14,PRESENT15,PRESENT16,PRESENT17,X_COORD,Y_COORD,WARD,ADDRESS_ID,SSL,ZIPCODE,PRESENT18,GIS_ID,geometry,index_right,OBJECTID_right,TRACT,GEOID,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,OP000001,OP000002,OP000003,OP000004,P0020002,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,OP00005,OP00006,OP00007,OP00008,P0030001,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,OP00009,OP00010,OP00011,OP00012,P0040002,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,OP000013,OP000014,OP000015,OP000016,H0010001,H0010002,H0010003,ACRES,SQ_MILES,Shape_Leng,Shape_Area,FAGI_TOTAL,FAGI_MEDIA,FAGI_TOT_1,FAGI_MED_1,FAGI_TOT_2,FAGI_MED_2,FAGI_TOT_3,FAGI_MED_3,FAGI_TOT_4,FAGI_MED_4,FAGI_TOT_5,FAGI_MED_5
48,Harris Teeter,1201 1ST ST NE,2029861415,No,No,No,No,No,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,399523.62,137573.06,Ward 6,303728,0711    0816,20002,Yes,GroceryStorePt_48,POINT (-77.00549454925675 38.9060230649165),151,152,010600,11001010600,3933,3814,1624,1992,15,126,0,57,70,44,38,3,177,1548,1969,3,123,0,10,63,39,35,2,3397,1503,1622,14,117,0,47,52,37,33,2,141,1442,1603,3,115,0,10,48,33,30,2,1927,1670,257,305.56417488,0.47744403,5269.162516465639,1236574.3509128017,121226133.0,46770.0,256230114.0,55071.5,161447062.0,51645.0,209503581.0,53822.0,231914897.58,55353.0,313701867.0,58798.5
49,Streets Market,51 M ST NE,2028981314,,,,,,,,,,,,,,,,399369.52,137510.85,Ward 6,314143,0673    0035,20002,,GroceryStorePt_49,POINT (-77.00727113699227 38.90546255831052),151,152,010600,11001010600,3933,3814,1624,1992,15,126,0,57,70,44,38,3,177,1548,1969,3,123,0,10,63,39,35,2,3397,1503,1622,14,117,0,47,52,37,33,2,141,1442,1603,3,115,0,10,48,33,30,2,1927,1670,257,305.56417488,0.47744403,5269.162516465639,1236574.3509128017,121226133.0,46770.0,256230114.0,55071.5,161447062.0,51645.0,209503581.0,53822.0,231914897.58,55353.0,313701867.0,58798.5
55,Giant,300 H ST NE,2025485100,No,No,No,No,No,H Street NE,No,No,No,No,Yes,Yes,Yes,Yes,Yes,399857.33,136953.04,Ward 6,308511,0776    0054,20002,Yes,GroceryStorePt_55,POINT (-77.00164702126361 38.9004378222694),151,152,010600,11001010600,3933,3814,1624,1992,15,126,0,57,70,44,38,3,177,1548,1969,3,123,0,10,63,39,35,2,3397,1503,1622,14,117,0,47,52,37,33,2,141,1442,1603,3,115,0,10,48,33,30,2,1927,1670,257,305.56417488,0.47744403,5269.162516465639,1236574.3509128017,121226133.0,46770.0,256230114.0,55071.5,161447062.0,51645.0,209503581.0,53822.0,231914897.58,55353.0,313701867.0,58798.5
57,Whole Foods,600 H ST NE,2024697410,No,No,No,No,No,,No,No,No,No,No,No,No,No,Yes,400160.9,136949.34,Ward 6,311750,0858    0866,20002,Yes,GroceryStorePt_57,POINT (-76.99814738644127 38.90040448832144),151,152,010600,11001010600,3933,3814,1624,1992,15,126,0,57,70,44,38,3,177,1548,1969,3,123,0,10,63,39,35,2,3397,1503,1622,14,117,0,47,52,37,33,2,141,1442,1603,3,115,0,10,48,33,30,2,1927,1670,257,305.56417488,0.47744403,5269.162516465639,1236574.3509128017,121226133.0,46770.0,256230114.0,55071.5,161447062.0,51645.0,209503581.0,53822.0,231914897.58,55353.0,313701867.0,58798.5
50,Dean & DeLuca,3276 M ST NW,2023422500,No,No,No,No,Yes,Georgetown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,394349.18,137435.69,Ward 2,273712,1186    0800,20007,Yes,GroceryStorePt_50,POINT (-77.06515039926714 38.90476755049139),12,13,000202,11001000202,5425,5294,4705,159,5,375,3,47,33,16,76,7,343,4438,150,3,370,3,12,27,14,68,6,5061,4384,155,4,360,3,43,26,15,65,7,320,4132,146,3,355,3,10,22,14,59,6,2143,1933,210,305.03946428,0.47662417,6742.459376772282,1234450.922434971,379656242.0,116867.0,244019719.0,95033.5,365051633.0,109460.5,390987146.0,106470.0,433631252.0,114630.0,429158437.0,115586.0
52,Safeway,490 L ST NW,2027192435,No,No,No,No,Yes,Mt. Vernon Square,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,398408.10000000003,137292.77,Ward 6,304767,0515    0158,20001,Yes,GroceryStorePt_52,POINT (-77.01835490587573 38.90349680089166),58,59,004701,11001004701,3986,3919,595,2754,19,530,1,20,45,27,23,4,108,549,2725,13,527,1,3,39,24,23,4,3066,580,1923,17,469,1,20,36,20,21,4,98,536,1900,12,466,1,3,31,18,21,4,2138,2002,136,79.37474624,0.12402304,2917.4125723239235,321218.20350636187,62945849.0,27406.0,104928195.0,36630.0,78637972.0,29027.0,96427153.0,32836.0,106712117.0,36532.5,145902602.0,45305.0
53,Whole Foods,2201 EYE ST NW,2022961660,No,No,No,No,No,Foggy Bottom,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,395743.74,137007.55,Ward 2,310098,0054    7011,20037,Yes,GroceryStorePt_53,POINT (-77.04906991376862 38.90091857333817),153,154,010800,11001010800,6408,6194,5146,279,2,708,3,56,133,32,150,27,268,4946,277,2,706,2,6,129,29,149,27,6381,5132,270,2,706,3,56,131,32,148,27,265,4933,269,2,704,2,6,128,29,148,27,1115,1034,81,163.46463812,0.2554135,3482.465158007078,661517.9245464156,23332003.5,39566.0,35939787.0,42735.0,33571416.0,40108.0,44924794.0,39390.0,33640053.0,41873.0,38436301.0,47991.5
54,Safeway,1601 MARYLAND AVE NE,2023986903,No,No,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,401754.81,136968.47,Ward 5,297814,4493    0001,20002,Yes,GroceryStorePt_54,POINT (-76.97977231662441 38.90057508208876),40,41,008904,11001008904,3309,3249,33,3170,8,10,1,27,59,30,11,2,61,27,3154,8,10,0,0,48,27,8,1,2569,32,2461,8,8,1,20,38,19,6,1,46,26,2448,8,8,0,0,32,17,5,1,1788,1539,249,112.8069603,0.17626088,3121.4391298904884,456513.57447954826,31336668.91,23070.5,38466036.9,23445.0,33444738.0,23349.5,35689645.63,23597.0,43140351.51,24356.5,47867201.0,26051.0
76,Aldi,901 17TH ST NE,8559552534,No,No,No,No,No,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,401905.76,137078.87,Ward 5,308898,4488    0040,20002,Yes,GroceryStorePt_76,POINT (-76.97803182686684 38.90156929061075),40,41,008904,11001008904,3309,3249,33,3170,8,10,1,27,59,30,11,2,61,27,3154,8,10,0,0,48,27,8,1,2569,32,2461,8,8,1,20,38,19,6,1,46,26,2448,8,8,0,0,32,17,5,1,1788,1539,249,112.8069603,0.17626088,3121.4391298904884,456513.57447954826,31336668.91,23070.5,38466036.9,23445.0,33444738.0,23349.5,35689645.63,23597.0,43140351.51,24356.5,47867201.0,26051.0
56,Walmart Supercenter,99 H ST NW,2027192110,No,No,No,No,No,H Street,No,No,No,No,Yes,Yes,Yes,Yes,Yes,398960.4,136949.39,Ward 6,310062,0623    0836,20001,Yes,GroceryStorePt_56,POINT (-77.01198706322641 38.90040433820316),59,60,004702,11001004702,1802,1742,703,853,0,158,1,27,35,14,21,1,95,659,844,0,158,1,5,24,8,16,1,1647,693,724,0,157,1,21,31,11,17,1,84,649,716,0,157,1,4,22,8,14,1,988,922,66,80.1862984,0.12529109,2950.7580949410235,324502.4385789136,68048639.0,59074.0,106167879.0,69010.0,92778875.0,68605.0,108357349.0,67405.5,104919301.0,61331.0,138666390.0,69195.0
58,Market at Columbia Plaza,516 23RD ST NW,2022233517,,,,,,,,,,,,,,,,395563.58,136520.96,Ward 2,298798,0033    0087,20037,,GroceryStorePt_58,POINT (-77.05114371697833 38.89653430411959),69,70,005600,11001005600,6756,6523,5107,517,13,797,0,89,105,47,130,7,428,4810,495,11,794,0,17,96,42,119,7,6629,5031,506,13,785,0,85,98,47,110,7,414,4742,484,11,782,0,17,89,42,100,7,4059,3347,712,117.38224028,0.18340975,4364.539698623044,475029.0757837946,167255800.0,63663.0,192250360.0,61943.5,208921431.0,59263.0,248986836.82,64756.0,203331811.0,67936.0,233194623.0,67328.0
59,Trader Joe's,750 PENNSYLVANIA AVE SE,2026980190,No,No,No,No,No,,No,No,No,No,No,No,No,No,Yes,400388.38,135210.64,Ward 6,313096,0901    0804,20003,Yes,GroceryStorePt_77,POINT (-76.9955259196549 38.88474156067006),74,75,006600,11001006600,1909,1876,1718,58,11,70,1,18,15,8,14,1,78,1659,56,10,70,1,4,14,8,13,1,1680,1525,50,10,58,1,15,10,7,9,0,60,1482,48,10,58,1,2,9,7,8,0,1143,1016,127,73.19528589,0.11436764,2663.238244100569,296210.8145509497,106170076.0,88338.0,117490965.0,80400.0,123630521.0,81172.0,136743813.0,87030.0,133316015.0,92949.0,138452048.0,90957.0
60,Safeway,415 14TH ST SE,2025474333,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,401167.04000000004,135078.34,Ward 6,26239,1042    0829,20003,Yes,GroceryStorePt_60,POINT (-76.9865515080303 38.88354906285547),79,80,006900,11001006900,2179,2121,1404,636,7,61,2,11,11,13,35,2,87,1340,630,6,61,2,6,9,6,32,2,1888,1234,548,6,52,2,7,9,10,23,1,68,1180,545,5,52,2,2,7,6,22,1,1190,1114,76,101.3774853,0.15840232,2860.1322800708276,410260.12991080544,96831762.0,74417.0,117789037.0,79464.5,111579539.0,75970.0,124386107.0,78466.0,124366685.0,83717.0,136440279.0,86964.5
61,Yes! Organic,410 8TH ST SE,2025469850,No,No,No,No,Yes,Capitol Hill,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,400463.21,135060.64,Ward 6,300093,0925    0026,20003,Yes,GroceryStorePt_61,POINT (-76.99466355031821 38.88339026661765),80,81,007000,11001007000,2812,2748,2209,433,8,65,4,29,23,11,31,3,162,2093,423,7,64,4,9,20,9,27,2,2596,2074,378,8,61,4,24,18,11,19,3,144,1968,371,7,60,4,5,16,9,18,2,1268,1195,73,103.8770495,0.16230789,2909.0080637508945,420375.50739290786,105497762.0,75046.5,113568529.0,74503.0,116461048.0,73158.5,119493354.0,77934.0,126183172.0,81669.0,147508156.0,83749.0
62,Whole Foods Market,101 H ST SE,2024697280,,,,,,,,,,,,,,,,399591.26,134715.97,Ward 6,315544,0737    0827,20003,,GroceryStorePt_62,POINT (-77.00471301493637 38.88028537177096),46,47,007200,11001007200,2794,2709,1670,862,4,144,0,29,38,20,30,6,155,1569,851,3,143,0,3,34,18,30,6,2658,1617,793,4,138,0,29,34,18,27,6,151,1518,782,3,137,0,3,31,17,27,6,2370,1830,540,405.66750252,0.63385548,5365.257136959865,1641678.147689527,107909588.0,64030.0,186295174.0,70045.0,147535588.0,70485.5,183471831.0,74226.0,197488193.0,64040.0,247923152.0,69664.0
65,Harris Teeter,401 M ST SE,2025540164,No,No,No,No,No,Navy Yard,No,No,No,No,No,Yes,Yes,Yes,Yes,399991.82,134265.15,Ward 6,309432,0771    0811,20003,Yes,GroceryStorePt_65,POINT (-77.0000965513043 38.87622430239726),46,47,007200,11001007200,2794,2709,1670,862,4,144,0,29,38,20,30,6,155,1569,851,3,143,0,3,34,18,30,6,2658,1617,793,4,138,0,29,34,18,27,6,151,1518,782,3,137,0,3,31,17,27,6,2370,1830,540,405.66750252,0.63385548,5365.257136959865,1641678.147689527,107909588.0,64030.0,186295174.0,70045.0,147535588.0,70485.5,183471831.0,74226.0,197488193.0,64040.0,247923152.0,69664.0
63,Harris Teeter,1350 POTOMAC AVE SE,2025431040,No,No,No,No,Yes,Jenkins Row,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,401160.72000000003,134707.64,Ward 6,303730,1045    0138,20003,Yes,GroceryStorePt_63,POINT (-76.98662497531038 38.88020966142363),81,82,007100,11001007100,2911,2807,977,1703,15,72,0,40,44,31,39,2,158,898,1691,15,71,0,7,36,21,32,2,2289,895,1209,12,70,0,31,32,26,24,2,119,830,1201,12,69,0,6,29,17,20,2,1461,1342,119,180.70823247,0.28235662,3852.778052123699,731300.2754760486,73551776.0,42529.0,90074658.0,44333.0,88319005.0,43479.0,89640055.0,41845.0,90963474.0,44853.0,100613150.0,49413.5
64,Safeway,1100 4TH ST SW,2025549155,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,398511.05,134420.39,Ward 6,307170,0542    0872,20024,Yes,GroceryStorePt_64,POINT (-77.01716180534368 38.8776215046911),102,103,010200,11001010200,2324,2208,1132,918,8,118,1,31,78,37,28,1,138,1057,900,5,118,1,8,64,30,27,1,2193,1097,857,8,111,1,31,58,35,20,1,128,1029,839,5,111,1,8,47,30,19,1,1654,1465,189,342.52280123,0.53519188,5083.27201049632,1386140.6062247667,87260141.0,60379.5,103762693.0,62109.0,103406574.0,61275.0,111525170.0,63261.5,109619741.0,62140.0,135720406.0,67011.0
66,Safeway,2845 ALABAMA  AVE SE,2025757525,No,No,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,402892.75,132357.23,Ward 7,278282,5642    0001,20020,Yes,GroceryStorePt_66,POINT (-76.96667322313844 38.85903221903564),123,124,007603,11001007603,4044,3961,244,3645,26,19,1,26,76,39,4,3,89,224,3613,23,19,0,1,72,38,4,2,3331,221,2990,19,15,1,20,59,27,4,3,72,205,2964,17,15,0,1,55,26,4,2,2328,2121,207,303.08192102,0.4735655,4994.7233679411775,1226529.0258887769,95985961.0,42744.0,96251269.0,41564.0,96420454.0,41551.0,100710493.0,41409.0,100775617.0,41528.5,106625544.0,42402.0
67,Giant,1535 ALABAMA AVE SE,2026106464,No,No,No,No,Yes,Camp Simms,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,401649.66000000003,130793.59,Ward 8,306557,5912    0818,20032,Yes,GroceryStorePt_67,POINT (-76.98099933099755 38.84494948017701),48,49,007304,11001007304,3546,3513,41,3443,10,7,1,11,32,13,8,2,38,40,3420,9,7,1,3,27,13,8,2,2429,39,2347,6,7,1,10,18,9,4,2,24,38,2333,5,7,1,3,17,9,4,2,1376,1198,178,308.98569001,0.48279014,5527.038452858518,1250420.73146695,36698222.0,22766.0,39995849.95,20922.0,37593142.0,22045.0,38956385.0,21596.0,42476757.47,22262.0,46570052.0,23679.0
71,Giant,3336 WISCONSIN AVE NW,2022445922,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,393671.02,140720.27,Ward 3,223125,1920    0844,20016,Yes,GroceryStorePt_71,POINT (-77.07299916212476 38.93435149372009),18,19,001002,11001001002,3442,3329,2788,185,7,311,0,38,35,24,59,6,271,2564,178,5,311,0,9,32,24,56,5,3226,2637,165,7,297,0,33,24,22,44,6,241,2438,159,5,297,0,8,21,20,43,5,2342,2089,253,219.83405344,0.34349071,3952.278513422604,889636.8562907474,119559942.0,74658.0,134639759.0,76705.0,130340038.0,74072.0,142883669.4,76636.5,124109798.0,78338.0,144272959.0,79814.5
72,Save-A-Lot,514 RHODE ISLAND AVE NE,2026363780,No,No,No,No,No,,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,400008.27,139329.72,Ward 5,288529,3629    0007,20002,Yes,GroceryStorePt_72,POINT (-76.99990690595715 38.92184778035629),45,46,009204,11001009204,2557,2503,170,2062,25,14,0,232,36,30,5,1,318,130,2044,8,14,0,4,32,26,5,1,2028,159,1638,24,14,0,152,30,23,5,1,216,126,1628,8,14,0,3,26,22,5,1,1369,1292,77,74.8843334,0.11700677,2526.4961862158057,303046.1473442489,28552707.0,26231.0,34706643.0,26124.0,29833027.0,25945.0,33222221.0,25277.0,34168438.0,26411.0,37791141.0,28475.0
73,Safeway,4865 MACARTHUR BLVD NW,2023375649,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,391678.11,138844.95,Ward 3,285004,1389    0025,20007,Yes,GroceryStorePt_73,POINT (-77.09596212516878 38.91744140841091),85,86,000801,11001000801,6709,6526,5719,316,5,374,1,111,58,13,118,5,572,5284,299,3,372,1,27,48,15,97,5,5691,4880,278,5,325,0,86,36,19,73,5,476,4506,266,3,323,0,18,30,15,69,5,3528,3207,321,760.09512032,1.18764863,8440.167934966328,3075995.8375650803,556165589.0,97849.5,429046240.0,94346.0,582273934.0,94581.0,932925890.0,99819.5,682255278.0,114495.0,762051697.0,122703.0
74,Whole Foods,1440 P ST NW,2023324300,No,No,No,Yes,Yes,Logan Circle,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,397088.79000000004,137959.45,Ward 2,279174,0210    0128,20005,Yes,GroceryStorePt_74,POINT (-77.03356774007035 38.90949910711768),66,67,005201,11001005201,6077,5878,4398,775,20,442,19,224,65,47,99,8,612,4079,757,9,438,3,18,58,32,91,8,5811,4305,672,20,429,15,197,56,45,82,7,562,3999,656,9,425,3,16,49,32,78,7,4548,4200,348,83.93588152,0.13114982,2661.8420574021875,339676.4632158637,268298733.0,66130.0,401961716.0,75149.0,360312493.0,70538.0,397149782.0,73528.0,376053670.0,76106.5,442277202.0,81647.5
75,Streets Market,1221 MASSACHUSSETTS AVE NW,2024147891,,,,,,,,,,,,,,,,397480.95,137460.76,Ward 2,240918,0282    0044,20005,,GroceryStorePt_75,POINT (-77.02904442323587 38.9050079456299),65,66,005002,11001005002,6021,5799,3225,1152,33,328,5,1056,75,39,79,4,1676,2737,1120,15,326,4,15,50,27,73,4,5480,3128,1037,27,305,5,790,61,37,63,3,1340,2693,1008,15,303,4,8,42,27,58,3,3853,3475,378,57.69594676,0.09014992,2245.1408510690276,233487.2140659817,192352559.0,39733.0,266261760.0,53208.0,250076730.0,48270.5,278673551.0,51141.0,219968978.0,53829.0,259592000.0,59810.5
77,Safeway,322 40TH ST NE,2023972802,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,404558.4,136144.21,Ward 7,295141,5051N   0840,20019,Yes,GroceryStorePt_59,POINT (-76.94745719705949 38.89313978162216),135,136,009603,11001009603,3373,3305,25,3236,10,7,1,26,53,35,17,4,62,17,3220,9,7,1,3,47,32,13,2,2646,22,2545,6,5,1,17,38,24,15,4,39,17,2536,5,5,1,2,34,22,11,2,1750,1588,162,157.96184789,0.24681539,3866.067515950043,639248.9224237486,50548063.0,29854.0,54782066.0,29205.0,51432289.0,28037.5,52174930.0,28187.0,55087454.94,27981.0,58282104.0,29140.0
78,Yes! Organic,2323 PENNSYLVANIA AVE SE,2025821480,No,No,No,No,No,,No,Yes,Yes,Yes,No,No,No,No,No,402365.01,134033.39,Ward 7,48543,5560    0055,20020,No,GroceryStorePt_78,POINT (-76.97274786739939 38.8741333364631),122,123,007601,11001007601,4355,4285,140,4109,7,21,0,8,64,31,12,2,61,124,4075,6,21,0,4,59,28,11,2,3411,132,3200,7,18,0,6,42,26,8,2,48,118,3175,6,18,0,2,39,24,7,2,2196,1855,341,312.10958149,0.48767122,4733.026790838793,1263062.671833,65787519.0,28653.0,72209610.0,29757.0,67410946.0,28397.0,72573691.0,29717.0,76798005.0,30483.5,82541867.0,30846.0
79,Whole Foods,967 FLORIDA AVE NW,2025193400,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,397861.5,139107.39,Ward 1,319123,2873    1102,20001,No,GroceryStorePt_79,POINT (-77.02486798416666 38.91975734622246),1,2,003500,11001003500,3740,3594,626,2681,14,106,0,167,91,26,28,8,371,530,2620,11,106,0,7,70,24,25,7,3398,581,2444,13,104,0,131,85,26,23,8,292,508,2387,10,104,0,7,70,24,20,7,1189,964,225,94.35238321,0.1474256,2982.4735584343125,381830.5502365993,46454657.0,30673.5,66239783.0,32859.5,55914150.0,30555.5,60909648.0,32885.0,78873551.0,40450.0,97549566.0,44843.0
